PROCEDIMENTO,RN_ALTERACAO,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"INCONTINÊNCIA URINÁRIA - ""SLING"" VAGINAL OU ABDOMINAL, SINTÉTICO OU AUTÓLOGO",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCONTINÊNCIA URINÁRIA - SUSPENSÃO ENDOSCÓPICA DE COLO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCONTINÊNCIA URINÁRIA - TRATAMENTO CIRÚRGICO SUPRA-PÚBICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"INCONTINÊNCIA URINÁRIA COM COLPOPLASTIA ANTERIOR - TRATAMENTO CIRÚRGICO (COM OU SEM USO DEPRÓTESE)",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCONTINÊNCIA URINÁRIA - TRATAMENTO ENDOSCÓPICO (INJEÇÃO),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"NEOBEXIGA CONTINENTE (CUTÂNEA, RETAL OU URETRAL)",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PÓLIPOS VESICAIS - RESSECÇÃO CIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PÓLIPOS VESICAIS - RESSECÇÃO ENDOSCÓPICA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO E ASPIRAÇÃO VESICAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE URETERO-VESICAL À BOARI,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETENÇÃO POR COÁGULO - ASPIRAÇÃO VESICAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA ENDOSCÓPICA DE DUPLO J,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR VESICAL - FOTOCOAGULAÇÃO A LASER,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR VESICAL - RESSECÇÃO ENDOSCÓPICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO DA HIPERATIVIDADE VESICAL: INJEÇÃO INTRAVESICAL DE TOXINA BOTULÍNICA (COM DIRETRIZDE UTILIZAÇÃO)",,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,73,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VESICOSTOMIA CUTÂNEA - CONFECÇÃO OU FECHAMENTO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO PERIURETRAL - TRATAMENTO CIRÚRGICO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ENDOSCÓPICA DE URETRA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORPO ESTRANHO OU CÁLCULO - EXTRAÇÃO CIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORPO ESTRANHO OU CÁLCULO - EXTRAÇÃO ENDOSCÓPICA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIVERTÍCULO URETRAL - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ELETROCOAGULAÇÃO ENDOSCÓPICA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESFINCTEROTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA URETRAL - CORREÇÃO CIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"INCONTINÊNCIA URINÁRIA - TRATAMENTO CIRÚRGICO SLING OU ESFÍNCTER ARTIFICIAL (COM DIRETRIZ DEUTILIZAÇÃO)",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,48,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCONTINÊNCIA URINÁRIA - TRATAMENTO CIRÚRGICO (EXCETO ESFÍNCTER ARTIFICIAL),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INJEÇÕES PERIURETRAIS (INCLUINDO URETROCISTOCOPIA),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEATOPLASTIA (RETALHO CUTÂNEO),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEATOTOMIA URETRAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEOURETRA PROXIMAL (CISTOURETROPLASTIA),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CARÚNCULA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE VÁLVULA URETRAL POSTERIOR,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR URETRAL - EXCISÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETRECTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETROPLASTIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETROSTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETROTOMIA INTERNA COM OU SEM PRÓTESE ENDOURETRAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO DE PRÓSTATA - DRENAGEM,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADENOMA - RESSECÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PROSTÁTICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FOTOVAPORIZAÇÃO DE PRÓSTATA A LASER POR VIA ENDOSCÓPICA,582/2023,01/08/2023,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTÁTICA - EVACUAÇÃO E IRRIGAÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTÁTICA - REVISÃO E/OU HEMOSTASIA ENDOSCÓPICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA PROSTÁTICA - IMPLANTE DE PRÓTESE,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA PROSTÁTICA - TRATAMENTO POR DILATAÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA RADICAL LAPAROSCÓPICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATECTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO ENDOSCÓPICA DA PRÓSTATA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ESCROTAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,ESCROTO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,ESCROTO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ELEFANTÍASE PENO-ESCROTAL - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,ESCROTO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO ESCROTAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,ESCROTO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,ESCROTO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DA BOLSA ESCROTAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,ESCROTO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOTRANSPLANTE DE UM TESTÍCULO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE TESTÍCULO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCROTO AGUDO - EXPLORAÇÃO CIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIDROCELE - CORREÇÃO CIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE PRÓTESE TESTICULAR,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ORQUIDOPEXIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ORQUIDOPEXIA LAPAROSCÓPICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ORQUIECTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO DA VAGINAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REPARAÇÃO PLÁSTICA (TRAUMA),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORÇÃO DE TESTÍCULO - CURA CIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR DE TESTÍCULO - RESSECÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VARICOCELE - CORREÇÃO CIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TESTÍCULO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE EPIDÍDIMO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,EPIDÍDIMO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,EPIDÍDIMO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPIDIDIMECTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,EPIDÍDIMO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,EPIDÍDIMO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,EPIDÍDIMO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESPERMATOCELECTOMIA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,CORDÃO ESPERMÁTICO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO CIRÚRGICA DO DEFERENTE,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,CORDÃO ESPERMÁTICO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DE ESTERILIZAÇÃO MASCULINA (VASECTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,12,CORDÃO ESPERMÁTICO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VASOVASOANASTOMOSE (EXCETO PARA REVERSÃO DE VASECTOMIA),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,CORDÃO ESPERMÁTICO,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO PARCIAL OU TOTAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PENIANA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DOENÇA DE PEYRONIE - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ELETROCOAGULAÇÃO DE LESÕES CUTÂNEAS,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EMASCULAÇÃO PARA TRATAMENTO ONCOLÓGICO OU FASCEÍTE NECROTIZANTE,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISPADIA - RECONSTRUÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISPADIA COM INCONTINÊNCIA - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA DE PÊNIS - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPOSPADIA - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE PRÓTESE SEMI-RÍGIDA (EXCLUI PRÓTESES INFLÁVEIS),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEOFALOPLASTIA COM OU SEM RECONSTRUÇÃO URETRAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARAFIMOSE - REDUÇÃO MANUAL OU CIRÚRGICA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PÊNIS CURVO CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA - RETALHO CUTÂNEO À DISTÂNCIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA DE CORPO CAVERNOSO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA DO FREIO BÁLANO-PREPUCIAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POSTECTOMIA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PRIAPISMO - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE PÊNIS COM ENXERTO - PLÁSTICA TOTAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE DO PÊNIS,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVASCULARIZAÇÃO PENIANA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PÊNIS,"SISTEMA GENITAL E REPRODUTORMASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO PERINEAL - DRENAGEM CIRÚRGICA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BARTOLINECTOMIA,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
